Year,REF_REGION,Area,REF_AREA,Country,Level,Measure,Value
2013,GRC,Grèce,GRC,Grèce,CTRY,FERT_RATIO,1.3
2013,FIN,Finlande,FIN,Finlande,CTRY,FERT_RATIO,1.75
2013,POL,Pologne,POL,Pologne,CTRY,FERT_RATIO,1.3
2013,IRL,Irlande,IRL,Irlande,CTRY,FERT_RATIO,1.94
2013,PRT,Portugal,PRT,Portugal,CTRY,FERT_RATIO,1.21
2013,GBR,Royaume-Uni,GBR,Royaume-Uni,CTRY,FERT_RATIO,1.83
2013,CHE,Suisse,CHE,Suisse,CTRY,FERT_RATIO,1.52
2013,EST,Estonie,EST,Estonie,CTRY,FERT_RATIO,1.53
2013,NOR,Norvège,NOR,Norvège,CTRY,FERT_RATIO,1.78
2013,FRA,France,FRA,France,CTRY,FERT_RATIO,1.99
