Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct
2017,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,21.67
2018,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,21.89
2019,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,20.46
2020,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,19.58
2021,NLD,Pays-Bas,"Couple, 2 children",net_average_tax_rate,100,67,19.01
2000,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.41
2001,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.37
2002,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.18
2003,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.81
2004,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.89
2005,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.0
2006,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.21
2007,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.73
2008,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.94
2009,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.75
2010,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.84
2011,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.07
2012,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.98
2013,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,25.09
2014,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.72
2015,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.65
2016,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,24.05
2017,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.71
2018,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.64
2019,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.44
2020,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.7
2021,NOR,Norvège,"Couple, 2 children",net_average_tax_rate,100,67,23.94
2000,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,25.01
2001,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,24.82
2002,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.01
2003,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.28
2004,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.53
2005,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,27.84
2006,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,28.2
2007,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,23.04
2008,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.38
2009,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.12
2010,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.41
2011,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.77
2012,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,20.99
2013,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,21.18
2014,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,21.54
2015,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,21.72
2016,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,16.23
2017,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,15.15
2018,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,15.29
2019,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,12.61
2020,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,10.65
2021,POL,Pologne,"Couple, 2 children",net_average_tax_rate,100,67,10.74
2000,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,17.58
2001,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.78
2002,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.7
2003,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.77
2004,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.71
2005,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.06
2006,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.08
2007,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.18
2008,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.96
2009,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.36
2010,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,14.48
2011,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.3
2012,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,15.01
2013,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,17.5
2014,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,17.34
2015,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,16.1
2016,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,18.7
2017,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.03
2018,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,18.51
2019,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.13
2020,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,19.27
2021,PRT,Portugal,"Couple, 2 children",net_average_tax_rate,100,67,20.22
2000,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.29
2001,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.41
2002,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,12.75
2003,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.27
2004,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.88
2005,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.93
2006,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.38
2007,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.9
2008,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.91
2009,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,13.62
2010,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,14.01
2011,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.58
2012,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.52
2013,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.42
2014,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,15.77
2015,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,16.1
2016,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,16.49
2017,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,16.99
2018,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.64
2019,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.96
2020,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.26
2021,SVK,République slovaque,"Couple, 2 children",net_average_tax_rate,100,67,17.08
2000,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.1
2001,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.26
2002,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.3
2003,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.39
2004,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.55
2005,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.49
2006,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.67
2007,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.84
2008,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.71
2009,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.58
2010,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.36
2011,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.52
2012,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.71
2013,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.81
2014,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.98
2015,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,24.06
2016,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,23.79
2017,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,24.65
2018,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,24.87
2019,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.35
2020,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,25.43
2021,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,67,26.0
2000,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,15.65
2001,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.14
2002,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.67
2003,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,15.71
2004,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.21
2005,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.57
2006,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.86
2007,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.41
2008,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,14.87
2009,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,15.48
2010,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.81
2011,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.18
2012,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.85
2013,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,18.92
2014,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,19.0
2015,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.23
2016,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.21
2017,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.11
2018,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.3
2019,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.39
2020,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,16.34
2021,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,67,17.52
2000,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,28.27
2001,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,26.8
2002,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,25.37
2003,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,25.94
2004,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,26.45
2005,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,26.07
2006,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,25.06
2007,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,21.83
2008,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,21.24
2009,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,20.02
2010,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.28
2011,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.45
2012,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.63
2013,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.94
2014,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.39
2015,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.63
2016,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,20.02
2017,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,20.23
2018,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.86
2019,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.23
2020,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,19.4
2021,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,67,18.97
2000,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.26
2001,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.41
2002,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.53
2003,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.17
2004,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.19
2005,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.22
2006,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.74
2007,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,12.18
2008,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.58
2009,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.12
2010,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.33
2011,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.1
2012,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.02
2013,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.81
2014,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.2
2015,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.15
2016,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.58
2017,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.63
2018,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,10.81
2019,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.03
2020,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.41
2021,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,67,11.95
2000,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,21.46
2001,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,19.94
2002,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,20.15
2003,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,21.32
2004,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,21.56
2005,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,22.71
2006,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,22.05
2007,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,22.66
2008,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,21.29
2009,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,20.7
2010,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,21.11
2011,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,20.61
2012,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,20.28
2013,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,19.38
2014,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,18.9
2015,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,18.73
2016,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,18.88
2017,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,19.02
2018,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,19.07
2019,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,19.04
2020,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,18.36
2021,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,67,19.09
2000,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,23.67
2001,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,24.23
2002,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,24.59
2003,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,25.0
2004,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,26.37
2005,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,26.4
2006,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,27.01
2007,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,27.6
2008,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,28.2
2009,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,25.91
2010,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,26.32
2011,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,27.09
2012,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,27.64
2013,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,28.27
2014,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,28.62
2015,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,29.05
2016,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,25.92
2017,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,26.34
2018,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,26.77
2019,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,24.77
2020,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,23.65
2021,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,100,25.08
2000,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,38.44
2001,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,38.66
2002,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,38.39
2003,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,37.32
2004,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.5
2005,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.57
2006,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.54
2007,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.57
2008,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.88
2009,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.7
2010,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,37.36
2011,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,37.45
2012,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,37.31
2013,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.94
2014,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.9
2015,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,36.58
2016,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,35.29
2017,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,35.13
2018,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,34.45
2019,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,33.89
2020,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,33.86
2021,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,100,34.04
2000,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,38.08
2001,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,37.28
2002,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,36.63
2003,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,36.6
2004,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,35.24
2005,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,35.09
2006,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,35.26
2007,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,35.53
2008,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,35.4
2009,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,34.02
2010,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,32.67
2011,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,32.9
2012,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,100,33.0
