Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct
2001,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,23.98
2002,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,24.32
2003,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,22.75
2004,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,23.12
2005,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,23.53
2006,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,24.41
2007,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,24.56
2008,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,25.11
2009,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,25.39
2010,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,26.05
2011,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,26.72
2012,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,26.97
2013,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,27.19
2014,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,23.27
2015,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,21.82
2016,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,21.86
2017,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,21.91
2018,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,22.07
2019,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,22.31
2020,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,22.23
2021,ITA,Italie,"Single person, no children",net_average_tax_rate,67,0,22.18
2000,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,25.97
2001,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,26.36
2002,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,26.68
2003,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,27.2
2004,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,27.68
2005,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,28.25
2006,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,27.45
2007,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,26.6
2008,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,24.93
2009,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,24.97
2010,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,29.48
2011,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,29.49
2012,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,29.62
2013,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,29.03
2014,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,28.35
2015,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,27.86
2016,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,27.33
2017,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,27.4
2018,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,25.19
2019,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,25.05
2020,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,23.88
2021,LVA,Lettonie,"Single person, no children",net_average_tax_rate,67,0,23.27
2000,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,25.18
2001,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,25.23
2002,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,24.17
2003,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,22.55
2004,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,23.49
2005,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,24.67
2006,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,24.21
2007,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,22.89
2008,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,21.61
2009,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,19.89
2010,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,19.72
2011,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,19.95
2012,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,20.26
2013,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,20.64
2014,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,19.94
2015,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,20.38
2016,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,19.95
2017,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,18.35
2018,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,17.54
2019,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,33.61
2020,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,32.34
2021,LTU,Lituanie,"Single person, no children",net_average_tax_rate,67,0,33.15
2000,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,21.84
2001,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.18
2002,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,17.65
2003,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,18.04
2004,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,18.38
2005,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,18.98
2006,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,19.49
2007,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.36
2008,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.16
2009,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,19.06
2010,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,19.41
2011,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.81
2012,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.44
2013,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,21.52
2014,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,21.95
2015,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,22.73
2016,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,22.93
2017,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.31
2018,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,20.76
2019,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,21.13
2020,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,22.25
2021,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,67,0,22.38
2000,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,32.95
2001,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,29.19
2002,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,29.31
2003,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,30.54
2004,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,30.99
2005,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,31.95
2006,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,27.19
2007,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,27.15
2008,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,27.69
2009,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,27.1
2010,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,27.11
2011,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,27.14
2012,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,26.63
2013,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,26.11
2014,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,24.47
2015,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,24.72
2016,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,22.5
2017,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,22.53
2018,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,22.75
2019,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,21.17
2020,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,20.07
2021,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,67,0,19.13
2000,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,26.79
2001,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,26.96
2002,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,26.92
2003,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,26.66
2004,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,26.62
2005,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.69
2006,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.66
2007,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.79
2008,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.83
2009,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.62
2010,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.61
2011,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.69
2012,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.57
2013,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.57
2014,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.24
2015,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,25.1
2016,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,24.47
2017,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,24.06
2018,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,23.91
2019,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,23.78
2020,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,24.06
2021,NOR,Norvège,"Single person, no children",net_average_tax_rate,67,0,24.2
2000,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,26.47
2001,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,26.26
2002,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,26.15
2003,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,26.43
2004,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,26.69
2005,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,27.03
2006,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,27.43
2007,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,26.54
2008,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.81
2009,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.26
2010,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.41
2011,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.6
2012,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.71
2013,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.82
2014,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,24.0
2015,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,24.09
2016,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,24.18
2017,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,24.34
2018,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,24.5
2019,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,24.27
2020,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.49
2021,POL,Pologne,"Single person, no children",net_average_tax_rate,67,0,23.51
2000,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,17.61
2001,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,16.26
2002,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,16.22
2003,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,16.35
2004,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,16.43
2005,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.62
2006,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.61
2007,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.88
2008,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.7
2009,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.45
2010,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.54
2011,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.78
2012,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,15.85
2013,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,17.84
2014,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,17.78
2015,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,19.87
2016,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,19.9
2017,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,20.0
2018,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,20.15
2019,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,20.65
2020,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,20.77
2021,PRT,Portugal,"Single person, no children",net_average_tax_rate,67,0,21.45
2000,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.18
2001,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,19.08
2002,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.17
2003,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.37
2004,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.59
2005,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.45
2006,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.84
2007,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,18.98
2008,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,19.7
2009,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,17.53
2010,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,17.95
2011,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,19.69
2012,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,19.65
2013,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,19.57
2014,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,19.8
2015,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,20.03
2016,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,20.32
2017,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,20.67
2018,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,21.13
2019,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,21.37
2020,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,20.52
2021,SVK,République slovaque,"Single person, no children",net_average_tax_rate,67,0,20.99
2000,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,32.33
2001,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,32.3
2002,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,32.28
2003,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,32.3
2004,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,32.34
2005,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,30.23
2006,SVN,Slovénie,"Single person, no children",net_average_tax_rate,67,0,30.16
