Year,REF_AREA,Country,Age,% Population,Value_population
1990,DNK,Danemark,20-64,60.21,3095168.0
1991,DNK,Danemark,20-64,60.39,3112937.0
1992,DNK,Danemark,20-64,60.62,3135100.0
1993,DNK,Danemark,20-64,60.84,3157327.0
1994,DNK,Danemark,20-64,61.02,3175995.0
1995,DNK,Danemark,20-64,61.22,3200450.0
1996,DNK,Danemark,20-64,61.41,3230864.0
1997,DNK,Danemark,20-64,61.43,3246301.0
1998,DNK,Danemark,20-64,61.49,3260010.0
1999,DNK,Danemark,20-64,61.51,3271649.0
2000,DNK,Danemark,20-64,61.45,3279727.0
2001,DNK,Danemark,20-64,61.29,3281971.0
2002,DNK,Danemark,20-64,61.12,3284698.0
2003,DNK,Danemark,20-64,60.9,3280836.0
2004,DNK,Danemark,20-64,60.65,3275751.0
2005,DNK,Danemark,20-64,60.42,3272070.0
2006,DNK,Danemark,20-64,60.23,3273133.0
2007,DNK,Danemark,20-64,60.01,3274986.0
2008,DNK,Danemark,20-64,59.73,3278627.0
2009,DNK,Danemark,20-64,59.43,3279955.0
2010,DNK,Danemark,20-64,59.05,3273643.0
2011,DNK,Danemark,20-64,58.68,3266671.0
2012,DNK,Danemark,20-64,58.38,3261534.0
2013,DNK,Danemark,20-64,58.23,3266220.0
2014,DNK,Danemark,20-64,58.17,3280409.0
2015,DNK,Danemark,20-64,58.19,3304273.0
2016,DNK,Danemark,20-64,58.15,3328948.0
2017,DNK,Danemark,20-64,58.13,3348443.0
2018,DNK,Danemark,20-64,58.02,3359610.0
2019,DNK,Danemark,20-64,57.97,3370577.0
2020,DNK,Danemark,20-64,57.8,3366856.0
2021,DNK,Danemark,20-64,57.7,3375527.0
2022,DNK,Danemark,20-64,57.68,3409421.0
1990,FIN,Finlande,20-64,61.24,3053514.0
1991,FIN,Finlande,20-64,61.1,3063449.0
1992,FIN,Finlande,20-64,60.92,3071674.0
1993,FIN,Finlande,20-64,60.69,3074920.0
1994,FIN,Finlande,20-64,60.48,3077171.0
1995,FIN,Finlande,20-64,60.34,3082204.0
1996,FIN,Finlande,20-64,60.31,3090385.0
1997,FIN,Finlande,20-64,60.33,3100919.0
1998,FIN,Finlande,20-64,60.41,3112995.0
1999,FIN,Finlande,20-64,60.48,3124168.0
2000,FIN,Finlande,20-64,60.51,3132366.0
2001,FIN,Finlande,20-64,60.55,3141263.0
2002,FIN,Finlande,20-64,60.61,3152155.0
2003,FIN,Finlande,20-64,60.66,3162137.0
2004,FIN,Finlande,20-64,60.63,3169845.0
2005,FIN,Finlande,20-64,60.61,3179792.0
2006,FIN,Finlande,20-64,60.46,3184138.0
2007,FIN,Finlande,20-64,60.32,3190226.0
2008,FIN,Finlande,20-64,60.31,3204325.0
2009,FIN,Finlande,20-64,60.2,3213966.0
2010,FIN,Finlande,20-64,59.97,3216246.0
2011,FIN,Finlande,20-64,59.57,3209677.0
2012,FIN,Finlande,20-64,59.12,3200625.0
2013,FIN,Finlande,20-64,58.67,3191266.0
2014,FIN,Finlande,20-64,58.26,3181664.0
2015,FIN,Finlande,20-64,57.89,3172094.0
2016,FIN,Finlande,20-64,57.57,3163744.0
2017,FIN,Finlande,20-64,57.26,3153906.0
2018,FIN,Finlande,20-64,56.95,3141007.0
2019,FIN,Finlande,20-64,56.7,3130495.0
2020,FIN,Finlande,20-64,56.47,3122540.0
2021,FIN,Finlande,20-64,56.25,3116742.0
2022,FIN,Finlande,20-64,56.12,3117944.0
1990,NOR,Norvège,20-64,57.32,2431008.0
1991,NOR,Norvège,20-64,57.53,2451597.0
1992,NOR,Norvège,20-64,57.78,2476751.0
1993,NOR,Norvège,20-64,58.04,2502468.0
1994,NOR,Norvège,20-64,58.25,2526015.0
1995,NOR,Norvège,20-64,58.4,2545954.0
1996,NOR,Norvège,20-64,58.49,2562657.0
1997,NOR,Norvège,20-64,58.54,2578821.0
1998,NOR,Norvège,20-64,58.64,2598426.0
1999,NOR,Norvège,20-64,58.78,2622555.0
2000,NOR,Norvège,20-64,58.91,2645792.0
2001,NOR,Norvège,20-64,59.04,2664979.0
2002,NOR,Norvège,20-64,59.17,2685006.0
2003,NOR,Norvège,20-64,59.25,2704506.0
2004,NOR,Norvège,20-64,59.27,2721514.0
2005,NOR,Norvège,20-64,59.29,2741023.0
2006,NOR,Norvège,20-64,59.36,2766552.0
2007,NOR,Norvège,20-64,59.48,2801129.0
2008,NOR,Norvège,20-64,59.6,2841964.0
2009,NOR,Norvège,20-64,59.63,2879386.0
2010,NOR,Norvège,20-64,59.61,2914253.0
2011,NOR,Norvège,20-64,59.58,2951013.0
2012,NOR,Norvège,20-64,59.54,2988253.0
2013,NOR,Norvège,20-64,59.52,3023532.0
2014,NOR,Norvège,20-64,59.49,3056224.0
2015,NOR,Norvège,20-64,59.45,3085356.0
2016,NOR,Norvège,20-64,59.38,3109439.0
2017,NOR,Norvège,20-64,59.31,3129534.0
2018,NOR,Norvège,20-64,59.23,3146107.0
2019,NOR,Norvège,20-64,59.19,3165463.0
2020,NOR,Norvège,20-64,59.16,3182426.0
2021,NOR,Norvège,20-64,59.07,3194448.0
2022,NOR,Norvège,20-64,58.98,3218581.0
1990,SVK,République slovaque,20-64,56.27,2980952.0
1991,SVK,République slovaque,20-64,56.38,2978787.0
1992,SVK,République slovaque,20-64,56.88,3018533.0
1993,SVK,République slovaque,20-64,57.14,3042463.0
1994,SVK,République slovaque,20-64,57.17,3057083.0
1995,SVK,République slovaque,20-64,57.68,3093740.0
1996,SVK,République slovaque,20-64,58.23,3129119.0
1997,SVK,République slovaque,20-64,58.81,3165769.0
1998,SVK,République slovaque,20-64,59.45,3204917.0
1999,SVK,République slovaque,20-64,60.14,3244734.0
2000,SVK,République slovaque,20-64,60.81,3284016.0
2001,SVK,République slovaque,20-64,61.29,3297107.0
2002,SVK,République slovaque,20-64,61.96,3332595.0
2003,SVK,République slovaque,20-64,62.63,3368664.0
2004,SVK,République slovaque,20-64,63.23,3403338.0
2005,SVK,République slovaque,20-64,63.79,3436642.0
2006,SVK,République slovaque,20-64,64.31,3467201.0
2007,SVK,République slovaque,20-64,64.78,3496651.0
2008,SVK,République slovaque,20-64,65.19,3524759.0
2009,SVK,République slovaque,20-64,65.5,3548818.0
2010,SVK,République slovaque,20-64,65.73,3569621.0
2011,SVK,République slovaque,20-64,65.6,3541266.5
2012,SVK,République slovaque,20-64,65.67,3551119.5
2013,SVK,République slovaque,20-64,65.6,3551265.5
2014,SVK,République slovaque,20-64,65.45,3546639.5
2015,SVK,République slovaque,20-64,65.14,3533301.5
2016,SVK,République slovaque,20-64,64.7,3513503.0
2017,SVK,République slovaque,20-64,64.18,3490641.5
2018,SVK,République slovaque,20-64,63.63,3465932.0
2019,SVK,République slovaque,20-64,63.07,3439755.0
2020,SVK,République slovaque,20-64,62.5,3411758.0
2021,SVK,République slovaque,20-64,62.02,3375200.0
2022,SVK,République slovaque,20-64,61.47,3339062.5
1990,SVN,Slovénie,20-64,61.3,1224878.0
1991,SVN,Slovénie,20-64,61.38,1228602.0
1992,SVN,Slovénie,20-64,61.53,1228067.0
1993,SVN,Slovénie,20-64,61.64,1226975.0
1994,SVN,Slovénie,20-64,61.75,1228125.0
1995,SVN,Slovénie,20-64,61.65,1225394.0
1996,SVN,Slovénie,20-64,61.91,1232746.0
1997,SVN,Slovénie,20-64,62.22,1236122.0
1998,SVN,Slovénie,20-64,62.43,1237776.0
1999,SVN,Slovénie,20-64,62.72,1245430.0
2000,SVN,Slovénie,20-64,63.1,1255897.0
2001,SVN,Slovénie,20-64,63.39,1262795.0
2002,SVN,Slovénie,20-64,63.63,1269800.0
2003,SVN,Slovénie,20-64,63.86,1275158.0
2004,SVN,Slovénie,20-64,64.0,1278158.0
2005,SVN,Slovénie,20-64,64.12,1283194.0
2006,SVN,Slovénie,20-64,64.18,1289150.0
2007,SVN,Slovénie,20-64,64.27,1297886.0
2008,SVN,Slovénie,20-64,64.23,1299138.0
2009,SVN,Slovénie,20-64,64.26,1312488.0
2010,SVN,Slovénie,20-64,64.25,1316712.0
2011,SVN,Slovénie,20-64,64.23,1318279.0
2012,SVN,Slovénie,20-64,63.83,1312499.0
2013,SVN,Slovénie,20-64,63.45,1306503.0
2014,SVN,Slovénie,20-64,63.01,1298969.0
2015,SVN,Slovénie,20-64,62.46,1288689.0
2016,SVN,Slovénie,20-64,61.87,1277193.0
2017,SVN,Slovénie,20-64,61.37,1267971.0
2018,SVN,Slovénie,20-64,60.79,1258287.0
2019,SVN,Slovénie,20-64,60.43,1262671.0
2020,SVN,Slovénie,20-64,59.99,1259940.0
2021,SVN,Slovénie,20-64,59.52,1254099.0
2022,SVN,Slovénie,20-64,59.05,1245246.0
1990,SWE,Suède,20-64,57.68,4937016.0
1991,SWE,Suède,20-64,57.66,4968993.0
1992,SWE,Suède,20-64,57.69,5000248.0
1993,SWE,Suède,20-64,57.73,5033387.0
1994,SWE,Suède,20-64,57.81,5076348.0
1995,SWE,Suède,20-64,57.91,5111713.0
1996,SWE,Suède,20-64,58.02,5129180.0
1997,SWE,Suède,20-64,58.13,5142240.0
1998,SWE,Suède,20-64,58.26,5156181.0
1999,SWE,Suède,20-64,58.42,5174336.0
2000,SWE,Suède,20-64,58.59,5198504.0
2001,SWE,Suède,20-64,58.74,5225131.0
2002,SWE,Suède,20-64,58.83,5250288.0
2003,SWE,Suède,20-64,58.86,5272485.0
2004,SWE,Suède,20-64,58.83,5290453.0
2005,SWE,Suède,20-64,58.82,5310997.0
2006,SWE,Suède,20-64,58.84,5342862.0
2007,SWE,Suède,20-64,58.8,5379132.0
2008,SWE,Suède,20-64,58.7,5411604.0
2009,SWE,Suède,20-64,58.55,5444691.0
2010,SWE,Suède,20-64,58.42,5478346.0
2011,SWE,Suède,20-64,58.29,5508154.0
2012,SWE,Suède,20-64,58.16,5536333.0
2013,SWE,Suède,20-64,57.99,5567025.0
2014,SWE,Suède,20-64,57.8,5604062.0
2015,SWE,Suède,20-64,57.6,5644689.0
2016,SWE,Suède,20-64,57.4,5695933.0
2017,SWE,Suède,20-64,57.18,5751134.0
2018,SWE,Suède,20-64,56.95,5794907.0
2019,SWE,Suède,20-64,56.78,5836863.0
2020,SWE,Suède,20-64,56.67,5867661.0
2021,SWE,Suède,20-64,56.55,5890160.0
2022,SWE,Suède,20-64,56.48,5922986.0
1990,DEU,Allemagne,20-64,63.32,50300445.0
1991,DEU,Allemagne,20-64,63.42,50742070.0
1992,DEU,Allemagne,20-64,63.47,51171885.0
1993,DEU,Allemagne,20-64,63.37,51432757.0
1994,DEU,Allemagne,20-64,63.19,51457524.0
1995,DEU,Allemagne,20-64,62.99,51450781.0
1996,DEU,Allemagne,20-64,62.83,51468883.0
1997,DEU,Allemagne,20-64,62.72,51455465.0
1998,DEU,Allemagne,20-64,62.66,51407743.0
1999,DEU,Allemagne,20-64,62.53,51334022.0
2000,DEU,Allemagne,20-64,62.31,51228975.0
2001,DEU,Allemagne,20-64,62.11,51145487.0
2002,DEU,Allemagne,20-64,61.9,51061980.0
2003,DEU,Allemagne,20-64,61.66,50888102.0
2004,DEU,Allemagne,20-64,61.31,50594123.0
2005,DEU,Allemagne,20-64,60.93,50251569.0
2006,DEU,Allemagne,20-64,60.63,49947073.0
2007,DEU,Allemagne,20-64,60.53,49793160.0
2008,DEU,Allemagne,20-64,60.55,49714521.0
2009,DEU,Allemagne,20-64,60.57,49607713.0
2010,DEU,Allemagne,20-64,60.77,49693267.0
2011,DEU,Allemagne,20-64,60.8,48808371.0
2012,DEU,Allemagne,20-64,60.93,49005552.0
2013,DEU,Allemagne,20-64,60.96,49159653.0
2014,DEU,Allemagne,20-64,60.87,49293520.0
2015,DEU,Allemagne,20-64,60.7,49579864.0
2016,DEU,Allemagne,20-64,60.47,49797466.0
2017,DEU,Allemagne,20-64,60.26,49810411.0
2018,DEU,Allemagne,20-64,60.11,49835857.0
2019,DEU,Allemagne,20-64,59.93,49793459.0
2020,DEU,Allemagne,20-64,59.7,49647175.0
2021,DEU,Allemagne,20-64,59.45,49457767.0
2022,DEU,Allemagne,20-64,59.19,49602230.0
1990,GRC,Grèce,20-64,59.43,6059945.0
1991,GRC,Grèce,20-64,59.65,6155352.0
1992,GRC,Grèce,20-64,59.84,6222636.0
1993,GRC,Grèce,20-64,60.03,6279418.0
1994,GRC,Grèce,20-64,60.22,6331024.0
1995,GRC,Grèce,20-64,60.41,6380481.0
1996,GRC,Grèce,20-64,60.58,6426323.0
1997,GRC,Grèce,20-64,60.75,6476876.0
1998,GRC,Grèce,20-64,60.96,6535361.0
1999,GRC,Grèce,20-64,61.17,6582887.0
2000,GRC,Grèce,20-64,61.34,6628467.0
2001,GRC,Grèce,20-64,60.92,6617116.0
2002,GRC,Grèce,20-64,60.5,6595308.0
2003,GRC,Grèce,20-64,60.65,6627932.0
2004,GRC,Grèce,20-64,60.76,6656553.0
2005,GRC,Grèce,20-64,60.85,6686010.0
2006,GRC,Grèce,20-64,60.95,6717298.0
2007,GRC,Grèce,20-64,61.05,6745107.0
2008,GRC,Grèce,20-64,61.13,6772400.0
2009,GRC,Grèce,20-64,61.14,6791057.0
2010,GRC,Grèce,20-64,61.02,6786381.0
2011,GRC,Grèce,20-64,60.78,6750092.0
2012,GRC,Grèce,20-64,60.46,6678189.0
2013,GRC,Grèce,20-64,60.09,6589105.0
2014,GRC,Grèce,20-64,59.76,6508771.0
2015,GRC,Grèce,20-64,59.48,6436384.0
2016,GRC,Grèce,20-64,59.18,6377569.0
2017,GRC,Grèce,20-64,58.9,6334258.0
2018,GRC,Grèce,20-64,58.66,6295431.0
2019,GRC,Grèce,20-64,58.45,6266628.0
2020,GRC,Grèce,20-64,58.26,6233438.0
2021,GRC,Grèce,20-64,58.37,6168727.0
1990,ITA,Italie,20-64,60.89,34537242.0
1991,ITA,Italie,20-64,61.37,34831864.0
1992,ITA,Italie,20-64,61.81,35103437.0
1993,ITA,Italie,20-64,61.99,35227877.0
1994,ITA,Italie,20-64,62.19,35351440.0
1995,ITA,Italie,20-64,62.33,35429221.0
1996,ITA,Italie,20-64,62.37,35461283.0
1997,ITA,Italie,20-64,62.37,35480399.0
1998,ITA,Italie,20-64,62.33,35471824.0
1999,ITA,Italie,20-64,62.25,35429620.0
2000,ITA,Italie,20-64,62.11,35363973.0
2001,ITA,Italie,20-64,61.96,35304862.0
2002,ITA,Italie,20-64,61.84,35302391.0
2003,ITA,Italie,20-64,61.73,35432744.0
2004,ITA,Italie,20-64,61.57,35606719.0
2005,ITA,Italie,20-64,61.29,35651162.0
2006,ITA,Italie,20-64,61.0,35625465.0
2007,ITA,Italie,20-64,60.83,35740185.0
2008,ITA,Italie,20-64,60.74,35965084.0
2009,ITA,Italie,20-64,60.66,36124725.0
2010,ITA,Italie,20-64,60.61,36258395.0
2011,ITA,Italie,20-64,60.47,36296109.0
2012,ITA,Italie,20-64,60.22,36245311.0
2013,ITA,Italie,20-64,59.99,36178171.0
2014,ITA,Italie,20-64,59.73,36031167.0
2015,ITA,Italie,20-64,59.52,35848706.0
2016,ITA,Italie,20-64,59.37,35687416.0
2017,ITA,Italie,20-64,59.26,35554541.0
2018,ITA,Italie,20-64,59.18,35434205.0
2019,ITA,Italie,20-64,59.07,35280840.0
2020,ITA,Italie,20-64,58.87,34992452.0
2021,ITA,Italie,20-64,58.7,34711970.0
1990,NLD,Pays-Bas,20-64,61.72,9227690.0
1991,NLD,Pays-Bas,20-64,62.04,9348928.0
1992,NLD,Pays-Bas,20-64,62.28,9457203.0
1993,NLD,Pays-Bas,20-64,62.42,9544794.0
1994,NLD,Pays-Bas,20-64,62.45,9606398.0
1995,NLD,Pays-Bas,20-64,62.4,9645901.0
1996,NLD,Pays-Bas,20-64,62.32,9678658.0
1997,NLD,Pays-Bas,20-64,62.24,9715601.0
1998,NLD,Pays-Bas,20-64,62.15,9762373.0
1999,NLD,Pays-Bas,20-64,62.07,9813972.0
2000,NLD,Pays-Bas,20-64,61.99,9871506.0
2001,NLD,Pays-Bas,20-64,61.92,9935233.0
2002,NLD,Pays-Bas,20-64,61.83,9984523.0
2003,NLD,Pays-Bas,20-64,61.7,10011222.0
2004,NLD,Pays-Bas,20-64,61.57,10024110.0
2005,NLD,Pays-Bas,20-64,61.45,10028513.0
2006,NLD,Pays-Bas,20-64,61.36,10030327.0
2007,NLD,Pays-Bas,20-64,61.3,10041330.0
2008,NLD,Pays-Bas,20-64,61.2,10065257.0
2009,NLD,Pays-Bas,20-64,61.07,10094358.0
2010,NLD,Pays-Bas,20-64,60.95,10127680.0
2011,NLD,Pays-Bas,20-64,60.7,10133129.0
2012,NLD,Pays-Bas,20-64,60.29,10101839.0
2013,NLD,Pays-Bas,20-64,59.95,10074343.0
2014,NLD,Pays-Bas,20-64,59.68,10064606.0
2015,NLD,Pays-Bas,20-64,59.45,10070147.0
2016,NLD,Pays-Bas,20-64,59.25,10089998.0
2017,NLD,Pays-Bas,20-64,59.06,10117997.0
2018,NLD,Pays-Bas,20-64,58.93,10153819.0
2019,NLD,Pays-Bas,20-64,58.85,10208047.0
2020,NLD,Pays-Bas,20-64,58.81,10257095.0
2021,NLD,Pays-Bas,20-64,58.75,10300912.0
1990,PRT,Portugal,20-64,57.68,5758264.0
1991,PRT,Portugal,20-64,57.99,5775570.5
1992,PRT,Portugal,20-64,58.33,5805090.5
1993,PRT,Portugal,20-64,58.68,5847669.5
1994,PRT,Portugal,20-64,59.05,5899959.0
1995,PRT,Portugal,20-64,59.44,5959477.0
1996,PRT,Portugal,20-64,59.81,6019203.5
1997,PRT,Portugal,20-64,60.12,6077142.0
1998,PRT,Portugal,20-64,60.34,6130335.5
1999,PRT,Portugal,20-64,60.51,6182947.0
2000,PRT,Portugal,20-64,60.66,6242200.5
2001,PRT,Portugal,20-64,60.81,6301813.5
2002,PRT,Portugal,20-64,60.97,6353205.0
2003,PRT,Portugal,20-64,61.1,6390655.5
2004,PRT,Portugal,20-64,61.17,6413203.5
2005,PRT,Portugal,20-64,61.2,6427809.5
2006,PRT,Portugal,20-64,61.2,6439729.5
2007,PRT,Portugal,20-64,61.2,6451907.5
2008,PRT,Portugal,20-64,61.15,6456405.5
2009,PRT,Portugal,20-64,61.06,6452858.5
2010,PRT,Portugal,20-64,60.93,6442407.0
2011,PRT,Portugal,20-64,60.65,6413896.0
2012,PRT,Portugal,20-64,60.47,6368232.5
2013,PRT,Portugal,20-64,60.25,6310380.0
2014,PRT,Portugal,20-64,59.97,6248889.0
2015,PRT,Portugal,20-64,59.7,6197955.5
2016,PRT,Portugal,20-64,59.43,6154642.0
2017,PRT,Portugal,20-64,59.16,6117388.5
2018,PRT,Portugal,20-64,58.93,6090027.5
2019,PRT,Portugal,20-64,58.72,6079861.0
2020,PRT,Portugal,20-64,58.53,6078467.0
2021,PRT,Portugal,20-64,58.36,6074145.5
1990,CHE,Suisse,20-64,61.97,4159544.0
1991,CHE,Suisse,20-64,62.22,4231279.0
1992,CHE,Suisse,20-64,62.21,4277193.0
1993,CHE,Suisse,20-64,62.15,4312086.0
1994,CHE,Suisse,20-64,62.08,4341759.0
1995,CHE,Suisse,20-64,61.97,4363318.0
1996,CHE,Suisse,20-64,61.84,4372915.0
1997,CHE,Suisse,20-64,61.71,4374821.0
1998,CHE,Suisse,20-64,61.62,4381347.0
1999,CHE,Suisse,20-64,61.55,4397031.0
2000,CHE,Suisse,20-64,61.51,4419209.0
2001,CHE,Suisse,20-64,61.75,4462287.0
2002,CHE,Suisse,20-64,61.86,4506016.0
2003,CHE,Suisse,20-64,61.97,4547981.0
2004,CHE,Suisse,20-64,62.04,4584622.0
2005,CHE,Suisse,20-64,62.09,4617974.0
2006,CHE,Suisse,20-64,62.11,4648241.0
2007,CHE,Suisse,20-64,62.12,4690626.0
2008,CHE,Suisse,20-64,62.17,4754523.0
2009,CHE,Suisse,20-64,62.2,4816521.0
2010,CHE,Suisse,20-64,62.17,4864512.0
2011,CHE,Suisse,20-64,62.21,4922486.0
2012,CHE,Suisse,20-64,62.18,4972049.0
2013,CHE,Suisse,20-64,62.12,5025256.0
2014,CHE,Suisse,20-64,62.05,5080860.0
2015,CHE,Suisse,20-64,61.97,5132458.0
2016,CHE,Suisse,20-64,61.87,5180798.0
2017,CHE,Suisse,20-64,61.75,5219149.0
2018,CHE,Suisse,20-64,61.61,5245521.0
2019,CHE,Suisse,20-64,61.46,5270402.0
2020,CHE,Suisse,20-64,61.34,5298684.0
2021,CHE,Suisse,20-64,61.17,5324453.0
1990,FRA,France,20-64,58.35,33091213.0
1991,FRA,France,20-64,58.37,34102317.0
1992,FRA,France,20-64,58.52,34355877.0
1993,FRA,France,20-64,58.66,34586678.0
1994,FRA,France,20-64,58.74,34757698.0
1995,FRA,France,20-64,58.69,34853663.0
1996,FRA,France,20-64,58.58,34904641.0
1997,FRA,France,20-64,58.48,34966614.0
1998,FRA,France,20-64,58.42,35055874.0
1999,FRA,France,20-64,58.37,35208312.0
2000,FRA,France,20-64,58.37,35446425.0
2001,FRA,France,20-64,58.4,35720487.0
2002,FRA,France,20-64,58.44,35999115.0
2003,FRA,France,20-64,58.45,36262371.0
2004,FRA,France,20-64,58.43,36516166.0
2005,FRA,France,20-64,58.46,36805983.0
2006,FRA,France,20-64,58.57,37128824.0
2007,FRA,France,20-64,58.66,37412663.0
2008,FRA,France,20-64,58.67,37625726.0
2009,FRA,France,20-64,58.63,37795181.0
2010,FRA,France,20-64,58.59,37948437.0
2011,FRA,France,20-64,58.41,38019197.0
2012,FRA,France,20-64,58.07,37981376.0
2013,FRA,France,20-64,57.66,37905796.0
2014,FRA,France,20-64,57.18,37896428.0
2015,FRA,France,20-64,56.78,37763153.0
2016,FRA,France,20-64,56.43,37633851.0
2017,FRA,France,20-64,56.13,37544743.0
2018,FRA,France,20-64,55.88,37510818.0
2019,FRA,France,20-64,55.67,37497043.0
1990,IRL,Irlande,20-64,52.0,1823000.0
1991,IRL,Irlande,20-64,52.4,1847300.0
1992,IRL,Irlande,20-64,53.02,1884600.0
1993,IRL,Irlande,20-64,53.68,1918700.0
1994,IRL,Irlande,20-64,54.31,1947600.0
1995,IRL,Irlande,20-64,54.89,1976900.0
1996,IRL,Irlande,20-64,55.52,2013245.0
1997,IRL,Irlande,20-64,56.17,2058328.0
1998,IRL,Irlande,20-64,56.8,2103343.0
1999,IRL,Irlande,20-64,57.48,2150629.0
2000,IRL,Irlande,20-64,58.25,2207477.0
2001,IRL,Irlande,20-64,58.99,2269424.0
2002,IRL,Irlande,20-64,59.75,2340586.0
2003,IRL,Irlande,20-64,60.27,2398569.0
2004,IRL,Irlande,20-64,60.65,2453298.0
2005,IRL,Irlande,20-64,61.17,2528714.0
2006,IRL,Irlande,20-64,61.77,2614630.0
2007,IRL,Irlande,20-64,62.37,2729192.0
2008,IRL,Irlande,20-64,62.26,2792362.0
2009,IRL,Irlande,20-64,61.85,2803836.0
2010,IRL,Irlande,20-64,61.31,2792581.0
2011,IRL,Irlande,20-64,60.89,2785569.0
2012,IRL,Irlande,20-64,60.39,2774131.0
2013,IRL,Irlande,20-64,59.97,2767189.0
2014,IRL,Irlande,20-64,59.58,2767861.0
2015,IRL,Irlande,20-64,59.3,2779679.0
2016,IRL,Irlande,20-64,59.14,2803034.0
1990,AUT,Autriche,20-64,60.85,4671783.0
1991,AUT,Autriche,20-64,61.06,4735517.0
1992,AUT,Autriche,20-64,61.23,4800915.0
1993,AUT,Autriche,20-64,61.31,4847217.0
1994,AUT,Autriche,20-64,61.33,4867149.0
1995,AUT,Autriche,20-64,61.3,4872361.0
1996,AUT,Autriche,20-64,61.26,4875459.0
1997,AUT,Autriche,20-64,61.23,4878862.0
1998,AUT,Autriche,20-64,61.24,4885077.0
1999,AUT,Autriche,20-64,61.32,4900645.0
2000,AUT,Autriche,20-64,61.47,4925011.0
2001,AUT,Autriche,20-64,61.71,4962728.0
1990,EST,Estonie,20-64,59.16,928274.0
1991,EST,Estonie,20-64,59.13,923174.0
1992,EST,Estonie,20-64,59.04,905066.0
1993,EST,Estonie,20-64,58.95,880729.0
1994,EST,Estonie,20-64,58.91,861506.0
1995,EST,Estonie,20-64,58.85,845498.0
1996,EST,Estonie,20-64,58.81,832575.0
1997,EST,Estonie,20-64,58.82,823194.0
1998,EST,Estonie,20-64,58.93,816855.0
1999,EST,Estonie,20-64,59.14,813517.0
2000,EST,Estonie,20-64,60.07,839215.0
2001,EST,Estonie,20-64,60.22,835915.0
2002,EST,Estonie,20-64,60.3,831760.0
2003,EST,Estonie,20-64,60.38,827605.0
2004,EST,Estonie,20-64,60.47,823935.0
2005,EST,Estonie,20-64,60.53,820090.0
2006,EST,Estonie,20-64,60.54,815320.0
2007,EST,Estonie,20-64,60.6,812460.0
2008,EST,Estonie,20-64,60.9,814225.0
2009,EST,Estonie,20-64,61.28,817765.0
2010,EST,Estonie,20-64,61.58,819915.0
2011,EST,Estonie,20-64,61.65,818356.0
2012,EST,Estonie,20-64,61.53,813823.0
2013,EST,Estonie,20-64,61.3,807990.0
2014,EST,Estonie,20-64,60.94,801091.0
2015,EST,Estonie,20-64,60.54,795860.0
2016,EST,Estonie,20-64,60.13,791122.0
2017,EST,Estonie,20-64,59.72,786678.0
2018,EST,Estonie,20-64,59.37,784837.0
2019,EST,Estonie,20-64,58.99,782695.0
2020,EST,Estonie,20-64,58.58,778859.0
2021,EST,Estonie,20-64,58.3,775960.0
2022,EST,Estonie,20-64,58.15,784329.0
1990,HUN,Hongrie,20-64,58.81,6101209.0
1991,HUN,Hongrie,20-64,58.78,6097685.0
1992,HUN,Hongrie,20-64,58.81,6098632.0
1993,HUN,Hongrie,20-64,58.91,6101843.0
1994,HUN,Hongrie,20-64,59.16,6119340.0
1995,HUN,Hongrie,20-64,59.58,6154026.0
1996,HUN,Hongrie,20-64,60.04,6190546.0
1997,HUN,Hongrie,20-64,60.48,6223191.0
1998,HUN,Hongrie,20-64,60.86,6248710.0
1999,HUN,Hongrie,20-64,61.24,6269476.0
2000,HUN,Hongrie,20-64,61.57,6287000.0
2001,HUN,Hongrie,20-64,61.85,6301302.0
2002,HUN,Hongrie,20-64,62.08,6306202.0
2003,HUN,Hongrie,20-64,62.24,6304435.0
2004,HUN,Hongrie,20-64,62.38,6305032.0
2005,HUN,Hongrie,20-64,62.51,6305564.0
2006,HUN,Hongrie,20-64,62.62,6306480.0
2007,HUN,Hongrie,20-64,62.65,6300301.0
2008,HUN,Hongrie,20-64,62.66,6289824.0
2009,HUN,Hongrie,20-64,62.64,6278499.0
2010,HUN,Hongrie,20-64,62.69,6269284.0
2011,HUN,Hongrie,20-64,62.74,6247838.0
1990,ISL,Islande,20-64,56.09,142935.0
1991,ISL,Islande,20-64,56.14,144730.0
1992,ISL,Islande,20-64,56.27,146886.0
1993,ISL,Islande,20-64,56.39,148709.0
1994,ISL,Islande,20-64,56.46,150199.0
1995,ISL,Islande,20-64,56.48,151076.0
1996,ISL,Islande,20-64,56.57,152115.0
1997,ISL,Islande,20-64,56.67,153661.0
1998,ISL,Islande,20-64,56.85,155789.0
1999,ISL,Islande,20-64,57.14,158508.0
2000,ISL,Islande,20-64,57.51,161724.0
2001,ISL,Islande,20-64,57.87,164916.0
2002,ISL,Islande,20-64,58.14,167173.0
2003,ISL,Islande,20-64,58.33,168892.0
2004,ISL,Islande,20-64,58.52,170930.0
2005,ISL,Islande,20-64,58.86,174644.0
2006,ISL,Islande,20-64,59.37,180364.0
2007,ISL,Islande,20-64,59.85,186475.0
2008,ISL,Islande,20-64,60.04,190555.0
2009,ISL,Islande,20-64,59.81,190504.0
2010,ISL,Islande,20-64,59.54,189351.0
1990,LVA,Lettonie,20-64,59.81,1592758.0
1991,LVA,Lettonie,20-64,59.71,1582544.0
1992,LVA,Lettonie,20-64,59.49,1555298.0
