Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct,Unit_measure
2003,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,24.57,PT
2004,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,25.03,PT
2005,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,25.89,PT
2006,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,26.57,PT
2007,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,27.7,PT
2008,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,27.39,PT
2009,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,26.24,PT
2010,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,26.77,PT
2011,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,28.41,PT
2012,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,28.12,PT
2013,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,29.53,PT
2014,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,30.0,PT
2015,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,30.84,PT
2016,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,31.02,PT
2017,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,29.01,PT
2018,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,29.58,PT
2019,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,29.96,PT
2020,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,31.12,PT
2021,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,31.42,PT
2022,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,31.63,PT
2023,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,33.1,PT
2024,LUX,Luxembourg,"Single person, no children",net_average_tax_rate,100,0,32.15,PT
2000,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,33.62,PT
2001,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.63,PT
2002,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.65,PT
2003,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,31.13,PT
2004,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,32.55,PT
2005,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,32.51,PT
2006,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,32.49,PT
2007,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,32.47,PT
2008,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,32.84,PT
2009,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,31.79,PT
2010,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,31.66,PT
2011,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,31.7,PT
2012,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,32.01,PT
2013,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,31.19,PT
2014,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.26,PT
2015,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.26,PT
2016,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.22,PT
2017,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.33,PT
2018,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,30.53,PT
2019,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,29.39,PT
2020,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,28.45,PT
2021,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,27.8,PT
2022,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,28.15,PT
2023,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,27.3,PT
2024,NLD,Pays-Bas,"Single person, no children",net_average_tax_rate,100,0,27.19,PT
2000,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,30.7,PT
2001,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,31.44,PT
2002,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,30.79,PT
2003,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,30.16,PT
2004,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,30.09,PT
2005,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.02,PT
2006,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.09,PT
2007,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.54,PT
2008,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.6,PT
2009,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.28,PT
2010,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.26,PT
2011,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.39,PT
2012,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.21,PT
2013,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,29.21,PT
2014,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,28.7,PT
2015,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,28.54,PT
2016,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.91,PT
2017,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.54,PT
2018,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.4,PT
2019,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.29,PT
2020,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.47,PT
2021,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.61,PT
2022,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,27.89,PT
2023,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,28.09,PT
2024,NOR,Norvège,"Single person, no children",net_average_tax_rate,100,0,28.08,PT
2000,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,27.8,PT
2001,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,27.66,PT
2002,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,27.59,PT
2003,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,27.84,PT
2004,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,28.08,PT
2005,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,28.38,PT
2006,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,28.71,PT
2007,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,27.79,PT
2008,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,25.04,PT
2009,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.39,PT
2010,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.49,PT
2011,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.61,PT
2012,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.69,PT
2013,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.76,PT
2014,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.88,PT
2015,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.94,PT
2016,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,25.0,PT
2017,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,25.11,PT
2018,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,25.22,PT
2019,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.99,PT
2020,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.26,PT
2021,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.27,PT
2022,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,22.97,PT
2023,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,23.58,PT
2024,POL,Pologne,"Single person, no children",net_average_tax_rate,100,0,24.07,PT
2000,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,22.84,PT
2001,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.51,PT
2002,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.51,PT
2003,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.72,PT
2004,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.86,PT
2005,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.21,PT
2006,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.23,PT
2007,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.55,PT
2008,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.4,PT
2009,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.13,PT
2010,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.33,PT
2011,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,22.57,PT
2012,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,21.64,PT
2013,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,25.59,PT
2014,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,25.46,PT
2015,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,26.9,PT
2016,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,26.21,PT
2017,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,26.12,PT
2018,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,25.27,PT
2019,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,25.85,PT
2020,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,25.97,PT
2021,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,26.66,PT
2022,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,26.87,PT
2023,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,27.14,PT
2024,PRT,Portugal,"Single person, no children",net_average_tax_rate,100,0,24.97,PT
2000,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,20.16,PT
2001,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,21.22,PT
2002,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,20.53,PT
2003,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,21.11,PT
2004,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,22.31,PT
2005,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,22.21,PT
2006,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,22.48,PT
2007,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,22.57,PT
2008,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.05,PT
2009,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,21.6,PT
2010,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,21.88,PT
2011,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.04,PT
2012,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.02,PT
2013,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,22.96,PT
2014,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.12,PT
2015,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.27,PT
2016,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.46,PT
2017,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.7,PT
2018,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,24.01,PT
2019,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,24.17,PT
2020,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.6,PT
2021,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,23.92,PT
2022,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,24.29,PT
2023,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,24.43,PT
2024,SVK,République slovaque,"Single person, no children",net_average_tax_rate,100,0,24.06,PT
2000,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,35.56,PT
2001,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,35.44,PT
2002,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,35.33,PT
2003,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,35.44,PT
2004,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,35.59,PT
2005,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,34.72,PT
2006,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,34.84,PT
2007,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,32.85,PT
2008,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.05,PT
2009,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,32.94,PT
2010,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.29,PT
2011,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.41,PT
2012,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.25,PT
2013,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.09,PT
2014,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.25,PT
2015,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.33,PT
2016,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.46,PT
2017,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.72,PT
2018,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,34.07,PT
2019,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,34.38,PT
2020,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.99,PT
2021,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,34.45,PT
2022,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.7,PT
2023,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,33.96,PT
2024,SVN,Slovénie,"Single person, no children",net_average_tax_rate,100,0,35.64,PT
2000,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,19.85,PT
2001,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.15,PT
2002,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.47,PT
2003,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,19.79,PT
2004,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.09,PT
2005,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.29,PT
2006,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.48,PT
2007,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.59,PT
2008,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,19.3,PT
2009,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,19.8,PT
2010,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.73,PT
2011,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,22.04,PT
2012,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,22.86,PT
2013,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,22.92,PT
2014,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,22.99,PT
2015,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.27,PT
2016,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.25,PT
2017,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.1,PT
2018,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.26,PT
2019,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.29,PT
2020,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,20.73,PT
2021,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.41,PT
2022,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.55,PT
2023,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,21.99,PT
2024,ESP,Espagne,"Single person, no children",net_average_tax_rate,100,0,22.49,PT
2000,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,33.73,PT
2001,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,32.39,PT
2002,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,30.63,PT
2003,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,31.24,PT
2004,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,31.52,PT
2005,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,31.19,PT
2006,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,30.88,PT
2007,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,27.6,PT
2008,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,26.92,PT
2009,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,25.4,PT
2010,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.77,PT
2011,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.85,PT
2012,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.9,PT
2013,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,25.1,PT
2014,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.39,PT
2015,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.58,PT
2016,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.88,PT
2017,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,25.0,PT
2018,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,25.08,PT
2019,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.54,PT
2020,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.63,PT
2021,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.4,PT
2022,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,24.25,PT
2023,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,23.98,PT
2024,SWE,Suède,"Single person, no children",net_average_tax_rate,100,0,23.09,PT
2000,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.82,PT
2001,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.85,PT
2002,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.83,PT
2003,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.54,PT
2004,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.5,PT
2005,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.51,PT
2006,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.4,PT
2007,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.7,PT
2008,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.13,PT
2009,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.25,PT
2010,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.38,PT
2011,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.46,PT
2012,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.24,PT
2013,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.37,PT
2014,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,16.99,PT
2015,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,16.95,PT
2016,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.21,PT
2017,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.23,PT
2018,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.38,PT
2019,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.5,PT
2020,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.8,PT
2021,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,18.19,PT
2022,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,18.05,PT
2023,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,18.09,PT
2024,CHE,Suisse,"Single person, no children",net_average_tax_rate,100,0,17.96,PT
2000,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.81,PT
2001,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.53,PT
2002,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.64,PT
2003,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.72,PT
2004,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.83,PT
2005,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.85,PT
2006,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,26.89,PT
2007,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,27.01,PT
2008,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.59,PT
2009,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.24,PT
2010,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.39,PT
2011,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,25.07,PT
2012,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,24.73,PT
2013,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.97,PT
2014,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.59,PT
2015,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.42,PT
2016,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.46,PT
2017,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.49,PT
2018,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.47,PT
2019,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.37,PT
2020,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,22.89,PT
2021,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.38,PT
2022,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.8,PT
2023,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,23.43,PT
2024,GBR,Royaume-Uni,"Single person, no children",net_average_tax_rate,100,0,21.42,PT
2000,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,28.83,PT
2001,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,29.32,PT
2002,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,29.57,PT
2003,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.04,PT
2004,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,31.02,PT
2005,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.55,PT
2006,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,31.03,PT
2007,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,31.48,PT
2008,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,31.94,PT
2009,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.36,PT
2010,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.65,PT
2011,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,31.15,PT
2012,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,31.55,PT
2013,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,32.01,PT
2014,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,32.32,PT
2015,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,32.69,PT
2016,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,29.86,PT
2017,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.19,PT
2018,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.56,PT
2019,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.98,PT
2020,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.34,PT
2021,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.83,PT
2022,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,29.75,PT
2023,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.28,PT
2024,AUT,Autriche,"Couple, no children",net_average_tax_rate,100,67,30.04,PT
2000,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,41.98,PT
2001,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,41.99,PT
2002,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,41.66,PT
2003,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,40.44,PT
2004,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.46,PT
2005,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.55,PT
2006,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.46,PT
2007,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.6,PT
2008,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,40.01,PT
2009,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.77,PT
2010,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,40.25,PT
2011,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,40.36,PT
2012,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,40.23,PT
2013,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.88,PT
2014,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.81,PT
2015,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,39.4,PT
2016,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,37.85,PT
2017,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,37.71,PT
2018,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,36.83,PT
2019,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,36.17,PT
2020,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,36.09,PT
2021,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,36.29,PT
2022,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,37.0,PT
2023,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,36.5,PT
2024,BEL,Belgique,"Couple, no children",net_average_tax_rate,100,67,36.36,PT
2000,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,39.85,PT
2001,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,39.04,PT
2002,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,38.36,PT
2003,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,38.34,PT
2004,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,36.99,PT
2005,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,36.91,PT
2006,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,36.97,PT
2007,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,37.07,PT
2008,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,36.8,PT
2009,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,36.24,PT
2010,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,34.96,PT
2011,DNK,Danemark,"Couple, no children",net_average_tax_rate,100,67,35.12,PT
